Text,link,AnalyzedTextWithoutHttp,hashtag,AnalyzedTextWithoutHttpHashtag,user_mentioned,AnalyzedTextWithoutHttpHashtagUserName,AnalyzedTextWithoutHttpHashtagUserNameNonAlpha,AnalyzedText,positive,negative,neutral,compound,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"When they say there’s no way, show them one.  
",,"When they say there’s no way, show them one.",,"When they say there’s no way, show them one.",,"When they say there’s no way, show them one.",When they say no show them,say show,0.0,0.0,1.0,0.0,591,3,0.3095,"never, make, world, always, even, do, love, give, stay, well","['say', 'show']"
"The Drake AF1 ‘Love You Forever’. 💕
",,The Drake AF1 ‘Love You Forever’. 💕,,The Drake AF1 ‘Love You Forever’. 💕,,The Drake AF1 ‘Love You Forever’. 💕,The Drake You,Drake,0.0,0.0,1.0,0.0,592,3,0.3798,"never, make, world, always, even, do, love, give, stay, well",['drake']
"“Words are words. Actions speak louder. As a leader, I set that example.” @giannis_an34
",,"“Words are words. Actions speak louder. As a leader, I set that example.” @giannis_an34",,"“Words are words. Actions speak louder. As a leader, I set that example.” @giannis_an34",@giannis_an34,"“Words are words. Actions speak louder. As a leader, I set that example.”",are Actions speak As a I set that,Actions speak set,0.0,0.0,1.0,0.0,593,3,0.4195,"never, make, world, always, even, do, love, give, stay, well","['action', 'speak', 'set']"
"No gym. No trainer. No excuse. #justdoit
",,No gym. No trainer. No excuse. #justdoit,#justdoit,No gym. No trainer. No excuse.,,No gym. No trainer. No excuse.,No No No,,0.0,0.0,0.0,0.0,594,1,0.238,"take, run, first, step, come, stop, start, push, next, year",[]
"We throw the word “legend” around these days, as if it’s easy to become one. But here’s our definition: someone who inspires a generation that never saw him run. A generation that never saw the real thing. A generation that had to rely on stories that were told and footage that was found.
",,"We throw the word “legend” around these days, as if it’s easy to become one. But here’s our definition: someone who inspires a generation that never saw him run. A generation that never saw the real thing. A generation that had to rely on stories that were told and footage that was found.",,"We throw the word “legend” around these days, as if it’s easy to become one. But here’s our definition: someone who inspires a generation that never saw him run. A generation that never saw the real thing. A generation that had to rely on stories that were told and footage that was found.",,"We throw the word “legend” around these days, as if it’s easy to become one. But here’s our definition: someone who inspires a generation that never saw him run. A generation that never saw the real thing. A generation that had to rely on stories that were told and footage that was found.",We throw the word around these as if easy to become But our someone who inspires a generation that never saw him A generation that never saw the real A generation that had to rely on stories that were told and footage that was,throw word around easy become someone inspires generation never saw generation never saw real generation rely stories told footage,0.254,0.0,0.746,0.7003,595,2,0.4815,"get, time, know, play, see, day, big, share, future, street","['throw', 'word', 'easy', 'become', 'inspire', 'generation', 'never', 'see', 'generation', 'never', 'see', 'real', 'generation', 'rely', 'story', 'tell', 'footage']"
"The world’s best gym isn’t a gym at all. #earthday
",,The world’s best gym isn’t a gym at all. #earthday,#earthday,The world’s best gym isn’t a gym at all.,,The world’s best gym isn’t a gym at all.,The best gym a gym at,best gym gym,0.677,0.0,0.323,0.6369,596,4,0.5756,"good, feel, thing, look, athlete, new, nike, go, second, football","['good', 'gym', 'gym']"
"Canada’s premier defender @keishaballa isn’t just here to break up plays—she’s here to make her own 😤 . 
",,Canada’s premier defender @keishaballa isn’t just here to break up plays—she’s here to make her own 😤 .,,Canada’s premier defender @keishaballa isn’t just here to break up plays—she’s here to make her own 😤 .,@keishaballa,Canada’s premier defender isn’t just here to break up plays—she’s here to make her own 😤 .,premier defender just here to break up here to make her own,premier defender break make,0.318,0.0,0.682,0.1027,597,3,0.308,"never, make, world, always, even, do, love, give, stay, well","['break', 'make']"
"The Sabrina 1 ⚡ Spark ⚡  is here to light up your game. 
",,The Sabrina 1 ⚡ Spark ⚡ is here to light up your game.,,The Sabrina 1 ⚡ Spark ⚡ is here to light up your game.,,The Sabrina 1 ⚡ Spark ⚡ is here to light up your game.,The Sabrina Spark is here to light up your,Sabrina Spark light,0.487,0.0,0.513,0.2263,598,1,0.4171,"take, run, first, step, come, stop, start, push, next, year",['light']
"Flying off an assist. #counts. Taken by @bart21
",,Flying off an assist. #counts. Taken by @bart21,#counts.,Flying off an assist. Taken by @bart21,@bart21,Flying off an assist. Taken by,Flying off an Taken by,Flying Taken,0.0,0.0,1.0,0.0,599,1,0.3378,"take, run, first, step, come, stop, start, push, next, year","['fly', 'take']"
"Harness the power of movement and mindfulness. 
",,Harness the power of movement and mindfulness.,,Harness the power of movement and mindfulness.,,Harness the power of movement and mindfulness.,Harness the power of movement and,Harness power movement,0.0,0.0,1.0,0.0,600,2,0.5164,"get, time, know, play, see, day, big, share, future, street","['power', 'movement']"
"Sundays are for salsa dancing. #fastisfaster #nike #nfl
",,Sundays are for salsa dancing. #fastisfaster #nike #nfl,#fastisfaster #nike #nfl,Sundays are for salsa dancing.,,Sundays are for salsa dancing.,Sundays are for salsa,Sundays salsa,0.0,0.0,1.0,0.0,601,0,0.4792,"find, way, want, mean, team, game, dream, watch, break, think","['sunday', 'salsa']"
"The King. The Truth. Tonight.
",,The King. The Truth. Tonight.,,The King. The Truth. Tonight.,,The King. The Truth. Tonight.,The The,,0.0,0.0,0.0,0.0,602,1,0.238,"take, run, first, step, come, stop, start, push, next, year",[]
"The Team Nike point guard drives to the hoop. Thanks to the Nike Hyperdunk+, he knows his quickness is 6.3 steps per second. Can you keep up? #gameonworld #nikeplus
",,"The Team Nike point guard drives to the hoop. Thanks to the Nike Hyperdunk+, he knows his quickness is 6.3 steps per second. Can you keep up? #gameonworld #nikeplus",#gameonworld #nikeplus,"The Team Nike point guard drives to the hoop. Thanks to the Nike Hyperdunk+, he knows his quickness is 6.3 steps per second. Can you keep up?",,"The Team Nike point guard drives to the hoop. Thanks to the Nike Hyperdunk+, he knows his quickness is 6.3 steps per second. Can you keep up?",The Team Nike point guard drives to the Thanks to the Nike he knows his quickness is steps per Can you keep,Team Nike point guard drives Thanks Nike knows quickness steps per keep,0.209,0.0,0.791,0.4404,603,1,0.466,"take, run, first, step, come, stop, start, push, next, year","['team', 'drive', 'thank', 'know', 'quickness', 'step', 'keep']"
"The ones who don’t love the game leave it, and the ones who love it live it. #justdoit
",,"The ones who don’t love the game leave it, and the ones who love it live it. #justdoit",#justdoit,"The ones who don’t love the game leave it, and the ones who love it live it.",,"The ones who don’t love the game leave it, and the ones who love it live it.",The ones who love the game leave and the ones who love it live,ones love game leave ones love live,0.618,0.088,0.294,0.8481,604,0,0.534,"find, way, want, mean, team, game, dream, watch, break, think","['one', 'love', 'game', 'leave', 'one', 'love', 'live']"
"Make it rain. Let it snow. #justdoit
",,Make it rain. Let it snow. #justdoit,#justdoit,Make it rain. Let it snow.,,Make it rain. Let it snow.,Make it Let it,Make Let,0.0,0.0,1.0,0.0,605,1,0.3377,"take, run, first, step, come, stop, start, push, next, year","['make', 'let']"
"Start the year on top. Work to stay there. Number one is earned everyday. @vichka35
",,Start the year on top. Work to stay there. Number one is earned everyday. @vichka35,,Start the year on top. Work to stay there. Number one is earned everyday. @vichka35,@vichka35,Start the year on top. Work to stay there. Number one is earned everyday.,Start the year on Work to stay Number one is earned,Start year Work stay Number one earned,0.178,0.0,0.822,0.0772,606,3,0.3918,"never, make, world, always, even, do, love, give, stay, well","['start', 'year', 'work', 'stay', 'number', 'earn']"
"“Kipchoge inspired me to be unstoppable.”
",,“Kipchoge inspired me to be unstoppable.”,,“Kipchoge inspired me to be unstoppable.”,,“Kipchoge inspired me to be unstoppable.”,inspired me to be,inspired,1.0,0.0,0.0,0.4939,607,3,0.3823,"never, make, world, always, even, do, love, give, stay, well",['inspire']
"Confidence from start to finish.⠀ ⠀ 
",,Confidence from start to finish.⠀ ⠀,,Confidence from start to finish.⠀ ⠀,,Confidence from start to finish.⠀ ⠀,Confidence from start to,Confidence start,0.767,0.0,0.233,0.5106,608,1,0.338,"take, run, first, step, come, stop, start, push, next, year","['confidence', 'start']"
"“Well, I don’t love it. But it will grow on me.” —Phil Knight 
",,"“Well, I don’t love it. But it will grow on me.” —Phil Knight",,"“Well, I don’t love it. But it will grow on me.” —Phil Knight",,"“Well, I don’t love it. But it will grow on me.” —Phil Knight",I love But it will grow on Knight,love grow Knight,0.677,0.0,0.323,0.6369,609,0,0.3367,"find, way, want, mean, team, game, dream, watch, break, think","['love', 'grow', 'knight']"
"If you want to move forward, don't look back. #justdoit
",,"If you want to move forward, don't look back. #justdoit",#justdoit,"If you want to move forward, don't look back.",,"If you want to move forward, don't look back.",If you want to move look,want move look,0.394,0.0,0.606,0.0772,610,2,0.2738,"get, time, know, play, see, day, big, share, future, street","['want', 'move', 'look']"
"Explosive speed to outrun the impossible. The Mercurial Vapor VIII. #Ronaldo #makeitcount
",,Explosive speed to outrun the impossible. The Mercurial Vapor VIII. #Ronaldo #makeitcount,#Ronaldo #makeitcount,Explosive speed to outrun the impossible. The Mercurial Vapor VIII.,,Explosive speed to outrun the impossible. The Mercurial Vapor VIII.,Explosive speed to outrun the The Mercurial Vapor,Explosive speed outrun Mercurial Vapor,0.0,0.0,1.0,0.0,611,1,0.4587,"take, run, first, step, come, stop, start, push, next, year","['explosive', 'speed', 'outrun', 'mercurial', 'vapor']"
